"category","medicine_name","ema_product_number","medicine_status","inn_common_name","active_substance","atc_code_human","therapeutic_indication","marketing_authorisation_holder","marketing_authorisation_date","first_published_date","last_updated_date","medicine_url","ema_slug","source","source_label","source_file_type","source_file_url","source_file_downloaded_at","source_file_local_path","search_key"
"Human","Actraphane","EMEA/H/C/000427","Authorised","insulin human (rDNA)","insulin human","A10AD01","Treatment of diabetes mellitus.","Novo Nordisk A/S","07/10/2002","26/04/2018","02/02/2024","https://www.ema.europa.eu/en/medicines/human/EPAR/actraphane","actraphane","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","actraphane insulin human insulin human rdna a10ad01 novo nordisk a s"
"Human","Actrapid","EMEA/H/C/000424","Authorised","human insulin (rDNA)","insulin human","A10AB01","Treatment of diabetes mellitus.","Novo Nordisk A/S","07/10/2002","14/03/2018","21/10/2020","https://www.ema.europa.eu/en/medicines/human/EPAR/actrapid","actrapid","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","actrapid insulin human human insulin rdna a10ab01 novo nordisk a s"
"Human","Acvybra","EMEA/H/C/006734","Authorised","denosumab","denosumab","M05BX04","Treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures. In postmenopausal women Acvybra significantly reduces the risk of vertebral, non-vertebral and hip fractures.Treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures. In men with prostate cancer receiving hormone ablation, Acvybra significantly reduces the risk of vertebral fractures.Treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture.","Reddy Holding GmbH","17/11/2025","19/09/2025","24/02/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/acvybra","acvybra","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","acvybra denosumab denosumab m05bx04 reddy holding gmbh"
"Human","Adakveo","EMEA/H/C/004874","Revoked","crizanlizumab","Crizanlizumab","B06AX01","Adakveo is indicated for the prevention of recurrent vaso occlusive crises (VOCs) in sickle cell disease patients aged 16 years and older. It can be given as an add on therapy to hydroxyurea/hydroxycarbamide (HU/HC) or as monotherapy in patients for whom HU/HC is inappropriate or inadequate.","Novartis Europharm Limited","28/10/2020","24/11/2020","29/09/2023","https://www.ema.europa.eu/en/medicines/human/EPAR/adakveo","adakveo","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adakveo crizanlizumab crizanlizumab b06ax01 novartis europharm limited"
"Human","Adasuve","EMEA/H/C/002400","Authorised","loxapine","loxapine","N05AH01","Adasuve is indicated for the rapid control of mild-to-moderate agitation in adult patients with schizophrenia or bipolar disorder. Patients should receive regular treatment immediately after control of acute agitation symptoms.","Ferrer Internacional S.A.","20/02/2013","15/01/2018","09/10/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/adasuve","adasuve","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adasuve loxapine loxapine n05ah01 ferrer internacional s a"
"Human","Adcetris","EMEA/H/C/002455","Authorised","brentuximab vedotin","Brentuximab vedotin","L01FX05","Hodgkin lymphomaAdcetris is indicated for adult patients with previously untreated CD30+ Stage IV Hodgkin lymphoma (HL) in combination with doxorubicin, vinblastine and dacarbazine (AVD).Adcetris is indicated for adult patients with previously untreated CD30+ Stage IIB with risk factors, Stage III or Stage IV HL in combination with etoposide, cyclophosphamide, doxorubicin, dacarbazine, dexamethasone (BrECADD).Adcetris is indicated for the treatment of adult patients with CD30+ HL at increased risk of relapse or progression following autologous stem cell transplant (ASCT).Adcetris is indicated for the treatment of adult patients with relapsed or refractory CD30+ Hodgkin lymphoma (HL):- following ASCT, or- following at least two prior therapies when ASCT or multi-agent chemotherapy is not a treatment option.Systemic anaplastic large cell lymphomaAdcetris in combination with cyclophosphamide, doxorubicin and prednisone (CHP) is indicated for adult patients with previously untreated systemic anaplastic large cell lymphoma (sALCL). Adcetris is indicated for the treatment of adult patients with relapsed or refractory sALCL.Cutaneous T-cell lymphomaAdcetris is indicated for the treatment of adult patients with CD30+ cutaneous T-cell lymphoma (CTCL) after at least 1 prior systemic therapy.","Takeda Pharma A/S","25/10/2012","25/07/2018","20/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/adcetris","adcetris","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adcetris brentuximab vedotin brentuximab vedotin l01fx05 takeda pharma a s"
"Human","Adcirca (previously Tadalafil Lilly)","EMEA/H/C/001021","Authorised","tadalafil","tadalafil","G04BE08","AdultsTreatment of pulmonary arterial hypertension (PAH) classified as WHO functional class II and III, to improve exercise capacity (see section 5.1). Efficacy has been shown in idiopathic PAH (IPAH) and in PAH related to collagen vascular disease. Paediatric populationTreatment of paediatric patients aged 2 years and above with pulmonary arterial hypertension (PAH) classified as WHO functional class II and III.","Eli Lilly Nederland B.V.","01/10/2008","23/03/2017","27/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/adcirca","adcirca","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adcirca previously tadalafil lilly tadalafil tadalafil g04be08 eli lilly nederland b v"
"Human","Adempas","EMEA/H/C/002737","Authorised","riociguat","riociguat","C02KX05","Chronic thromboembolic pulmonary hypertension (CTEPH) Adempas is indicated for the treatment of adult patients with WHO Functional Class (FC) II to III with inoperable CTEPH, persistent or recurrent CTEPH after surgical treatment, to improve exercise capacity. Pulmonary arterial hypertension (PAH) AdultsAdempas, as monotherapy or in combination with endothelin receptor antagonists, is indicated for the treatment of adult patients with pulmonary arterial hypertension (PAH) with WHO Functional Class (FC) II to III to improve exercise capacity. Efficacy has been shown in a PAH population including aetiologies of idiopathic or heritable PAH or PAH associated with connective tissue disease. PaediatricsAdempas is indicated for the treatment of PAH in paediatric patients aged less than 18 years of age and body weight ? 50 kg with WHO Functional Class (FC) II to III in combination with endothelin receptor antagonists.","Bayer AG","27/03/2014","07/03/2018","22/05/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/adempas","adempas","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adempas riociguat riociguat c02kx05 bayer ag"
"Human","Adenuric","EMEA/H/C/000777","Authorised","febuxostat","febuxostat","M04AA03","80 mg strength: Treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). Adenuric is indicated in adults. 120 mg strength: Adenuric is indicated for the treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). Adenuric is indicated for the prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of Tumor Lysis Syndrome (TLS). Adenuric is indicated in adults.","Menarini International Operations Luxembourg S.A. (MIOL)","21/04/2008","31/05/2018","26/02/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/adenuric","adenuric","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adenuric febuxostat febuxostat m04aa03 menarini international operations luxembourg s a miol"
"Human","Adjupanrix (previously Pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) GlaxoSmithKline Biologicals)","EMEA/H/C/001206","Authorised","pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted)","split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14)","J07BB02","Prophylaxis of influenza in an officially declared pandemic situation. Pandemic influenza vaccine should be used in accordance with official guidance.","GlaxoSmithKline Biologicals S.A.","10/10/2009","14/12/2015","17/12/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/adjupanrix","adjupanrix","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adjupanrix previously pandemic influenza vaccine h5n1 split virion inactivated adjuvanted glaxosmithkline biologicals split influenza virus inactivated containing antigen a vietnam 1194 2004 h5n1 like strain used nibrg 14 pandemic influenza vaccine h5n1 split virion inactivated adjuvanted j07bb02 glaxosmithkline biologicals s a"
"Human","Adlumiz","EMEA/H/C/003847","Refused","anamorelin","anamorelin hydrochloride","V03","Treatment of anorexia, cachexia or unintended weight loss in adult patients with non-small cell lung cancer (NSCLC)","Helsinn Birex Pharmaceuticals Ltd.","","16/11/2017","30/11/2017","https://www.ema.europa.eu/en/medicines/human/EPAR/adlumiz","adlumiz","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adlumiz anamorelin hydrochloride anamorelin v03 helsinn birex pharmaceuticals ltd"
"Human","Adrovance","EMEA/H/C/000759","Authorised","alendronic acid;colecalciferol","colecalciferol;alendronic acid (as sodium trihydrate)","M05BB03","Treatment of postmenopausal osteoporosis in patients at risk of vitamin-D insufficiency. Adrovance reduces the risk of vertebral and hip fractures.","Organon N.V.","04/01/2007","06/07/2018","12/02/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/adrovance","adrovance","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adrovance colecalciferol alendronic acid as sodium trihydrate alendronic acid colecalciferol m05bb03 organon n v"
"Human","Adstiladrin","EMEA/H/C/005856","Authorised","nadofaragene firadenovec","nadofaragene firadenovec","L01XL10","Adstiladrin is indicated as monotherapy for the treatment of adult patients with Bacillus Calmette-Guérin (BCG)-unresponsive non-muscle invasive bladder cancer (NMIBC) with carcinoma in situ (CIS) with or without papillary tumours.","Ferring Pharmaceuticals A/S","28/05/2026","27/03/2026","23/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/adstiladrin","adstiladrin","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adstiladrin nadofaragene firadenovec nadofaragene firadenovec l01xl10 ferring pharmaceuticals a s"
"Veterinary","AdTab (previously Lotilaner Elanco)","EMEA/V/C/006030","Authorised","lotilaner","lotilaner","","","","","15/07/2022","15/02/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/adtab","adtab","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","adtab previously lotilaner elanco lotilaner lotilaner"
